"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"224134","occ","","","21673","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"224135","occ","","","21673","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"224145","occ","","","21674","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4768"
"224147","occ","","","21675","Homo habilis","species","83082","Gelasian","","2.588","1.806","4447"
"224153","occ","","","21676","Cercopithecidae","family","40860","Gelasian","","2.588","1.806","4447"
"224156","occ","","","21678","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4486"
"224157","occ","","","21678","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4486"
"224169","occ","","","21681","Cercopithecus","genus","233952","Gelasian","","2.588","1.806","4447"
"224172","occ","","","21681","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"224173","occ","","","21681","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"224174","occ","","","21681","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"224175","occ","","","21681","Cercopithecidae","family","40860","Gelasian","","2.588","1.806","4447"
"224186","occ","","","21682","Paracolobus","genus","40872","Gelasian","","2.588","1.806","5263"
"224187","occ","","","21682","Hominidae","family","40899","Gelasian","","2.588","1.806","5263"
"224190","occ","","","21683","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4763"
"224192","occ","","","21683","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"224212","occ","","","21738","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4769"
"224221","occ","","","21740","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4768"
"224230","occ","","","21742","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4768"
"224234","occ","","","21742","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4768"
"224235","occ","","","21742","Hominidae","family","40899","Gelasian","","2.588","1.806","4768"
"224261","occ","","","21746","Hominidae","family","40899","Gelasian","","2.588","1.806","4486"
"224263","occ","","","21747","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4447"
"224264","occ","","","21747","Cercopithecidae","family","40860","Gelasian","","2.588","1.806","4447"
"224280","occ","","","21751","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4769"
"224287","occ","","","21752","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"224297","occ","10450","","21754","Cercopithecus","genus","233952","Pliocene","","5.333","2.588","4447"
"224308","occ","","","21754","Paracolobus","genus","40872","Pliocene","","5.333","2.588","4447"
"224316","occ","10457","","21754","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","4447"
"224334","occ","","","21755","Paracolobus","genus","40872","Pliocene","","5.333","2.588","4447"
"224335","occ","","","21755","Hominidae","family","40899","Pliocene","","5.333","2.588","9358"
"224349","occ","","","21756","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224351","occ","","","21757","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224357","occ","","","21758","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224359","occ","","","21759","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224360","occ","","","21760","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4835"
"224361","occ","","","21761","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224363","occ","","","21762","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224366","occ","","","21763","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224369","occ","","","21764","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224371","occ","","","21765","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4849"
"224376","occ","","","21766","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224382","occ","","","21767","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224385","occ","","","21768","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224388","occ","","","21769","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224390","occ","","","21770","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224392","occ","","","21771","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224403","occ","","","21774","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224405","occ","","","21775","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224407","occ","","","21776","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4850"
"224409","occ","","","21777","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224410","occ","","","21778","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224411","occ","","","21779","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224421","occ","","","21781","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4849"
"224422","occ","","","21782","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224428","occ","","","21783","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4847"
"224438","occ","","","21784","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224445","occ","","","21785","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4782"
"224469","occ","","","21788","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224479","occ","","","21789","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224483","occ","","","21790","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224503","occ","","","21791","Parapapio","genus","40874","Pliocene","Calabrian","5.333","0.781","4867"
"224506","occ","","","21791","Cercopithecidae","family","40860","Pliocene","Calabrian","5.333","0.781","4867"
"224508","occ","","","21791","Parapapio","genus","40874","Pliocene","Calabrian","5.333","0.781","4867"
"224511","occ","","","21791","Cercopithecoides","genus","40863","Pliocene","Calabrian","5.333","0.781","4867"
"224513","occ","","","21791","Australopithecus africanus","species","83066","Pliocene","Calabrian","5.333","0.781","4867"
"224531","occ","","","21791","Papio","genus","40871","Pliocene","Calabrian","5.333","0.781","4867"
"224532","occ","","","21791","Parapapio","genus","40874","Pliocene","Calabrian","5.333","0.781","4867"
"224533","occ","","","21791","Parapapio","genus","40874","Pliocene","Calabrian","5.333","0.781","4867"
"224552","occ","","","21793","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224556","occ","","","21793","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224560","occ","","","21793","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224575","occ","","","21795","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224576","occ","","","21795","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224607","occ","","","21798","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224608","occ","","","21798","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224613","occ","","","21798","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224617","occ","","","21798","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224636","occ","","","21799","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224646","occ","","","21799","Papio","genus","40871","Piacenzian","","3.6","2.588","4451"
"224659","occ","","","21800","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224660","occ","","","21800","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224664","occ","","","21800","Praeanthropus africanus","species","83054","Piacenzian","","3.6","2.588","4451"
"224682","occ","","","21801","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224686","occ","","","21801","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224687","occ","","","21801","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224692","occ","","","21801","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224721","occ","","","21804","Cercopithecidae","family","40860","Gelasian","","2.588","1.806","4451"
"224769","occ","","","21806","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224770","occ","","","21806","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224774","occ","","","21806","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224792","occ","","","21807","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224796","occ","","","21807","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224797","occ","","","21807","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224816","occ","","","21810","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224825","occ","","","21810","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224845","occ","","","21811","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224846","occ","","","21811","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224851","occ","","","21811","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224858","occ","","","21811","Papio","genus","40871","Piacenzian","","3.6","2.588","4451"
"224866","occ","","","21812","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224871","occ","","","21812","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"224872","occ","","","21812","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224875","occ","","","21812","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224892","occ","","","21813","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224926","occ","","","21818","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"224927","occ","","","21818","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"224929","occ","","","21818","Colobinae","subfamily","234343","Piacenzian","","3.6","2.588","4451"
"224934","occ","","","21818","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"224943","occ","","","21819","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","4451"
"224959","occ","","","21822","Cercopithecidae","family","40860","Calabrian","","1.806","0.781","4867"
"224977","occ","","","21822","Homo","genus","40901","Calabrian","","1.806","0.781","4867"
"225003","occ","","","21824","Homo","genus","40901","Early Pleistocene","","2.588","0.781","4896"
"225016","occ","","","21824","Cercopithecidae","family","40860","Early Pleistocene","","2.588","0.781","4896"
"225020","occ","","","21824","Parapapio","genus","40874","Early Pleistocene","","2.588","0.781","4896"
"225024","occ","","","21824","Hominidae","family","40899","Early Pleistocene","","2.588","0.781","4896"
"225029","occ","","","21824","Australopithecus robustus","species","83069","Early Pleistocene","","2.588","0.781","4896"
"225036","occ","","","21824","Papio","genus","40871","Early Pleistocene","","2.588","0.781","4896"
"225070","occ","","","21824","Cercopithecoides","genus","40863","Early Pleistocene","","2.588","0.781","4896"
"225071","occ","","","21824","Theropithecus oswaldi","species","133586","Early Pleistocene","","2.588","0.781","4896"
"225088","occ","","","21825","Papio","genus","40871","Pleistocene","","2.588","0.0117","4892"
"225092","occ","","","21825","Homo","genus","40901","Pleistocene","","2.588","0.0117","4892"
"225103","occ","","","21825","Cercopithecidae","family","40860","Pleistocene","","2.588","0.0117","4892"
"225112","occ","","","21825","Hominidae","family","40899","Pleistocene","","2.588","0.0117","4892"
"225113","occ","","","21825","Cercopithecoides","genus","40863","Pleistocene","","2.588","0.0117","4892"
"225123","occ","","","21825","Australopithecus robustus","species","83069","Pleistocene","","2.588","0.0117","4892"
"225158","occ","","","21825","Cercopithecidae","family","40860","Pleistocene","","2.588","0.0117","4892"
"225175","occ","","","21826","Australopithecus robustus","species","83069","Pliocene","Pleistocene","5.333","0.0117","4868"
"225196","occ","","","21827","Cercopithecidae","family","40860","Pliocene","","5.333","2.588","4895"
"225234","occ","","","21828","Cercopithecidae","family","40860","Pleistocene","","2.588","0.0117","4888"
"225242","occ","","","21828","Hominidae","family","40899","Pleistocene","","2.588","0.0117","4888"
"225249","occ","","","21828","Australopithecus robustus","species","83069","Pleistocene","","2.588","0.0117","4888"
"225264","occ","","","21828","Theropithecus oswaldi","species","133586","Pleistocene","","2.588","0.0117","4888"
"225301","occ","","","21829","Cercopithecidae","family","40860","Pleistocene","","2.588","0.0117","4895"
"225311","occ","","","21829","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","4895"
"225344","occ","","","21830","Parapapio","genus","40874","Zanclean","Piacenzian","5.333","2.588","4451"
"225350","occ","","","21830","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4451"
"225353","occ","","","21830","Paracolobus","genus","40872","Zanclean","Piacenzian","5.333","2.588","4451"
"225367","occ","","","21831","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"225371","occ","","","21831","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"225375","occ","","","21831","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"225395","occ","","","21832","Cercopithecidae","family","40860","Piacenzian","","3.6","2.588","4451"
"225396","occ","","","21832","Parapapio","genus","40874","Piacenzian","","3.6","2.588","4451"
"225400","occ","","","21832","Hominidae","family","40899","Piacenzian","","3.6","2.588","4451"
"225401","occ","","","21832","Colobinae","subfamily","234343","Piacenzian","","3.6","2.588","4451"
"225404","occ","","","21832","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4451"
"225447","occ","","","21836","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225467","occ","","","21837","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225492","occ","","","21838","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225532","occ","","","21843","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225564","occ","","","21846","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4871"
"225571","occ","","","21848","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225579","occ","","","21850","Theropithecus","genus","40879","Pleistocene","","2.588","0.0117","4919"
"225679","occ","","","21903","Cercopithecus","genus","233952","Holocene","","0.0117","0","5230"
"225822","occ","","","21927","Papio","genus","40871","Holocene","","0.0117","0","5237"
"225827","occ","","","21927","Chlorocebus aethiops","species","92707","Holocene","","0.0117","0","5237"
"225871","occ","","","21929","Papio","genus","40871","Pleistocene","","2.588","0.0117","5238"
"225876","occ","","","21929","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","5238"
"225921","occ","","","21933","Cercopithecus mitis","species","235354","Holocene","","0.0117","0","5243"
"225976","occ","","","21937","Cercopithecidae","family","40860","Holocene","","0.0117","0","5243"
"226025","occ","","","21952","Papio","genus","40871","Pleistocene","Holocene","2.588","0","5251"
"226050","occ","","","21955","Papio","genus","40871","Holocene","","0.0117","0","5237"
"226055","occ","","","21955","Chlorocebus aethiops","species","92707","Holocene","","0.0117","0","5237"
"226094","occ","","","21956","Papio","genus","40871","Pleistocene","","2.588","0.0117","5255"
"226097","occ","","","21956","Homo sapiens","species","83088","Pleistocene","","2.588","0.0117","5255"
"226122","occ","","","21957","Papio","genus","40871","Pleistocene","Holocene","2.588","0","5237"
"226123","occ","","","21957","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5237"
"226241","occ","","","21963","Papio","genus","40871","Pleistocene","","2.588","0.0117","5266"
"226257","occ","","","21963","Homo","genus","40901","Pleistocene","","2.588","0.0117","5266"
"226265","occ","","","21964","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"226266","occ","","","21964","Hominidae","family","40899","Gelasian","","2.588","1.806","4447"
"226276","occ","","","21966","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4763"
"226278","occ","","","21966","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226290","occ","","","21969","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","5275"
"226310","occ","","","21970","Homo erectus","species","83084","Calabrian","","1.806","0.781","5269"
"226330","occ","","","21973","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","4954"
"226363","occ","","","21983","Hominidae","family","40899","Gelasian","","2.588","1.806","4771"
"226371","occ","","","21985","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226385","occ","","","21987","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"226393","occ","","","21988","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4447"
"226395","occ","","","21988","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"226403","occ","","","21989","Australopithecus boisei","species","83068","Pliocene","Calabrian","5.333","0.781","5281"
"226421","occ","","","21994","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4764"
"226425","occ","","","21994","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4764"
"226427","occ","","","21995","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4764"
"226431","occ","","","21995","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4764"
"226433","occ","","","21996","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226437","occ","","","21997","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4773"
"226449","occ","","","21999","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226456","occ","","","21999","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4763"
"226460","occ","","","22000","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4773"
"226469","occ","","","22001","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4447"
"226471","occ","","","22001","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"226478","occ","","","22003","Homo habilis","species","83082","Gelasian","","2.588","1.806","4764"
"226486","occ","","","22006","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226495","occ","","","22007","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4763"
"226497","occ","","","22007","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226502","occ","","","22008","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226508","occ","","","22009","Cercopithecus","genus","233952","Gelasian","","2.588","1.806","4763"
"226526","occ","","","22012","Hominidae","family","40899","Gelasian","","2.588","1.806","4774"
"226529","occ","","","22013","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4769"
"226535","occ","","","22014","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4447"
"226536","occ","","","22014","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"226545","occ","","","22015","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","4763"
"226549","occ","","","22015","Hominidae","family","40899","Gelasian","","2.588","1.806","4763"
"226568","occ","","","22018","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4447"
"226577","occ","","","22020","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226580","occ","","","22020","Paracolobus","genus","40872","Gelasian","","2.588","1.806","4763"
"226581","occ","","","22020","Hominidae","family","40899","Gelasian","","2.588","1.806","4763"
"226583","occ","","","22020","Homo habilis","species","83082","Gelasian","","2.588","1.806","4763"
"226591","occ","","","22022","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4764"
"226594","occ","","","22022","Hominidae","family","40899","Gelasian","","2.588","1.806","4764"
"226595","occ","","","22022","Australopithecus boisei","species","83068","Gelasian","","2.588","1.806","4764"
"226607","occ","","","22023","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4771"
"226621","occ","","","22026","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4763"
"226637","occ","","","22030","Paracolobus","genus","40872","Piacenzian","","3.6","2.588","4447"
"226659","occ","","","22039","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4776"
"226665","occ","","","22039","Australopithecus","genus","40900","Gelasian","","2.588","1.806","4776"
"226667","occ","","","22040","Theropithecus","genus","40879","Gelasian","","2.588","1.806","4764"
"226701","occ","","","22044","Cercopithecidae","family","40860","Pliocene","","5.333","2.588","5283"
"226839","occ","","","22066","Cercopithecus","genus","233952","Pleistocene","Holocene","2.588","0","5321"
"226847","occ","","","22066","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5321"
"226887","occ","","","22068","Cercopithecus","genus","233952","Pleistocene","Holocene","2.588","0","5320"
"226894","occ","","","22068","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5320"
"226906","occ","","","22069","Sivapithecus","genus","40898","Serravallian","","13.82","11.62","5302"
"226908","occ","","","22069","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5302"
"226911","occ","","","22069","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5302"
"226931","occ","","","22069","Proconsul","genus","40895","Serravallian","","13.82","11.62","5302"
"226935","occ","","","22069","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5302"
"226936","occ","","","22069","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5302"
"226941","occ","","","22070","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5322"
"226944","occ","","","22070","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5322"
"226950","occ","","","22070","Proconsul","genus","40895","Serravallian","","13.82","11.62","5322"
"226951","occ","","","22070","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5322"
"226952","occ","","","22070","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5322"
"226959","occ","","","22070","Kenyapithecus wickeri","species","133716","Serravallian","","13.82","11.62","5322"
"226960","occ","","","22070","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5322"
"226963","occ","","","22070","Nyanzapithecus","genus","133711","Serravallian","","13.82","11.62","5322"
"226976","occ","","","22071","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","4656"
"226985","occ","","","22071","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","4656"
"226988","occ","","","22071","Cercopithecidae","family","40860","Serravallian","","13.82","11.62","4656"
"226994","occ","","","22071","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","4656"
"226995","occ","","","22071","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","4656"
"226997","occ","","","22071","Dryopithecus","genus","40893","Serravallian","","13.82","11.62","4656"
"227020","occ","","","22073","Cercopithecus","genus","233952","Holocene","","0.0117","0","5324"
"227022","occ","","","22073","Cercopithecidae","family","40860","Holocene","","0.0117","0","5324"
"227039","occ","","","22073","Papio anubis","species","232552","Holocene","","0.0117","0","5324"
"227099","occ","","","22074","Cercopithecus","genus","233952","Pleistocene","Holocene","2.588","0","5325"
"227103","occ","","","22074","Cercopithecidae","family","40860","Pleistocene","Holocene","2.588","0","5325"
"227118","occ","","","22074","Papio anubis","species","232552","Pleistocene","Holocene","2.588","0","5325"
"227128","occ","","","22074","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5325"
"227177","occ","","","22078","Sivapithecus","genus","40898","Langhian","","15.97","13.82","5310"
"227179","occ","","","22078","Victoriapithecus macinnesi","species","135923","Langhian","","15.97","13.82","5310"
"227187","occ","","","22078","Victoriapithecus","genus","40880","Langhian","","15.97","13.82","5310"
"227188","occ","","","22078","Equatorius africanus","species","100573","Langhian","","15.97","13.82","5310"
"227193","occ","","","22079","Victoriapithecus macinnesi","species","135923","Langhian","","15.97","13.82","5308"
"227194","occ","","","22079","Victoriapithecus","genus","40880","Langhian","","15.97","13.82","5308"
"227195","occ","","","22079","Nyanzapithecus","genus","133711","Langhian","","15.97","13.82","5308"
"227196","occ","","","22080","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","4656"
"227198","occ","","","22081","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5306"
"227200","occ","","","22081","Limnopithecus","genus","40886","Serravallian","","13.82","11.62","5306"
"227215","occ","","","22081","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5306"
"227217","occ","","","22082","Cercopithecidae","family","40860","Serravallian","","13.82","11.62","5292"
"227218","occ","","","22082","Victoriapithecus macinnesi","species","135923","Serravallian","","13.82","11.62","5292"
"227224","occ","","","22082","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5292"
"227229","occ","","","22082","Victoriapithecus","genus","40880","Serravallian","","13.82","11.62","5292"
"227232","occ","","","22082","Kenyapithecus","genus","100574","Serravallian","","13.82","11.62","5292"
"227233","occ","","","22082","Equatorius africanus","species","100573","Serravallian","","13.82","11.62","5292"
"227247","occ","","","22086","Homo sapiens","species","83088","Holocene","","0.0117","0","5321"
"227252","occ","","","22087","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5321"
"227303","occ","","","22100","Homo sapiens","species","83088","Pliocene","Holocene","5.333","0","5319"
"227365","occ","","","22113","Homo sapiens","species","83088","Holocene","","0.0117","0","5329"
"227368","occ","","","22114","Cercopithecidae","family","40860","Pliocene","Pleistocene","5.333","0.0117","5321"
"227411","occ","","","22134","Papio","genus","40871","Pleistocene","Holocene","2.588","0","5352"
"227421","occ","","","22134","Theropithecus oswaldi","species","133586","Pleistocene","Holocene","2.588","0","5352"
"227422","occ","","","22134","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","5352"
"227437","occ","","","22138","Cercopithecus","genus","233952","Middle Pleistocene","","0.781","0.126","5360"
"227438","occ","","","22138","Colobus","genus","40864","Middle Pleistocene","","0.781","0.126","5360"
"227451","occ","","","22138","Theropithecus oswaldi","species","133586","Middle Pleistocene","","0.781","0.126","5360"
"227511","occ","","","22174","Hominidae","family","40899","Zanclean","Pleistocene","5.333","0.0117","5366"
"227515","occ","","","22178","Homo","genus","40901","Pliocene","Pleistocene","5.333","0.0117","5386"
"227563","occ","","","22210","Homo","genus","40901","Pliocene","Pleistocene","5.333","0.0117","5384"
"227695","occ","","","22234","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4648"
"227696","occ","","","22234","Papionini","tribe","92690","Zanclean","Piacenzian","5.333","2.588","4648"
"227697","occ","","","22234","Colobinae","subfamily","234343","Zanclean","Piacenzian","5.333","2.588","4648"
"227701","occ","","","22234","Australopithecus","genus","40900","Zanclean","Piacenzian","5.333","2.588","4648"
"227703","occ","","","22235","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","8636"
"227706","occ","","","22236","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","5448"
"227724","occ","","","22238","Cercopithecidae","family","40860","Piacenzian","Pleistocene","3.6","0.0117","5444"
"227795","occ","","","22256","Paracolobus","genus","40872","Pliocene","","5.333","2.588","5384"
"227798","occ","","","22257","Cercopithecidae","family","40860","Pliocene","","5.333","2.588","5457"
"227801","occ","","","22257","Parapapio","genus","40874","Pliocene","","5.333","2.588","5457"
"227856","occ","","","22267","Homo","genus","40901","Messinian","Calabrian","7.246","0.781","5571"
"227857","occ","","","22267","Hominidae","family","40899","Messinian","Calabrian","7.246","0.781","5571"
"227859","occ","","","22267","Ardipithecus ramidus","species","83091","Messinian","Calabrian","7.246","0.781","5571"
"227867","occ","","","22269","Australopithecus","genus","40900","Pliocene","Calabrian","5.333","0.781","5574"
"227879","occ","","","22271","Papio","genus","40871","Pliocene","","5.333","2.588","5481"
"227892","occ","","","22271","Parapapio","genus","40874","Pliocene","","5.333","2.588","5481"
"227899","occ","","","22273","Proconsul major","species","157734","Langhian","","15.97","13.82","5452"
"227903","occ","","","22274","Praeanthropus africanus","species","83054","Messinian","","7.246","5.333","5560"
"227906","occ","","","22276","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","5576"
"227907","occ","","","22277","Papionini","tribe","92690","Zanclean","","5.333","3.6","5563"
"227908","occ","","","22278","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5563"
"227910","occ","","","22281","Paracolobus","genus","40872","Messinian","Calabrian","7.246","0.781","5568"
